21:00:02 __main__ INFO: Volume filter enabled: min_24h_volume_usd = $5,000,000
21:00:10 __main__ INFO: Skipping binance:AT/USDT: 24h volume $666,657 < $5,000,000
21:00:10 __main__ INFO: Skipping binance:ATA/USDT: 24h volume $60,733 < $5,000,000
21:00:10 __main__ INFO: Skipping binance:ATM/USDT: 24h volume $264,366 < $5,000,000
21:00:11 __main__ INFO: Skipping binance:ATOM/USDT: 24h volume $1,605,190 < $5,000,000
21:00:11 __main__ INFO: Skipping binance:AUCTION/USDT: 24h volume $495,423 < $5,000,000
21:00:11 __main__ INFO: Skipping binance:AUDIO/USDT: 24h volume $409,730 < $5,000,000
21:00:11 __main__ INFO: Skipping binance:AVA/USDT: 24h volume $305,874 < $5,000,000
21:00:11 __main__ INFO: Skipping binance:AVNT/USDT: 24h volume $860,142 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:AWE/USDT: 24h volume $242,331 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:AXL/USDT: 24h volume $489,811 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:AXS/USDT: 24h volume $1,853,485 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:BABY/USDT: 24h volume $929,814 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:BANANA/USDT: 24h volume $1,690,592 < $5,000,000
21:00:12 __main__ INFO: Skipping binance:BAND/USDT: 24h volume $226,725 < $5,000,000
21:00:13 __main__ INFO: Skipping binance:BANK/USDT: 24h volume $1,530,802 < $5,000,000
21:00:13 __main__ INFO: Skipping binance:BAR/USDT: 24h volume $876,906 < $5,000,000
21:00:13 __main__ INFO: Skipping binance:BAT/USDT: 24h volume $475,564 < $5,000,000
21:00:13 __main__ INFO: Skipping binance:BB/USDT: 24h volume $579,471 < $5,000,000
21:00:13 __main__ INFO: Skipping binance:BEAMX/USDT: 24h volume $575,971 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BEL/USDT: 24h volume $177,682 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BERA/USDT: 24h volume $1,283,831 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BICO/USDT: 24h volume $211,387 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BIFI/USDT: 24h volume $308,483 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BIGTIME/USDT: 24h volume $293,802 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BIO/USDT: 24h volume $1,783,427 < $5,000,000
21:00:14 __main__ INFO: Skipping binance:BLUR/USDT: 24h volume $166,635 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BMT/USDT: 24h volume $416,270 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BNSOL/USDT: 24h volume $683,707 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BNT/USDT: 24h volume $39,408 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BOME/USDT: 24h volume $627,544 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BONK/USDT: 24h volume $3,926,288 < $5,000,000
21:00:15 __main__ INFO: Skipping binance:BREV/USDT: 24h volume $533,816 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:BROCCOLI714/USDT: 24h volume $3,392,319 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:BTTC/USDT: 24h volume $152,132 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:C/USDT: 24h volume $1,110,749 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:C98/USDT: 24h volume $330,213 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:CAKE/USDT: 24h volume $4,931,946 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:CATI/USDT: 24h volume $306,069 < $5,000,000
21:00:16 __main__ INFO: Skipping binance:CELO/USDT: 24h volume $864,230 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CELR/USDT: 24h volume $465,834 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CETUS/USDT: 24h volume $4,083,373 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CFG/USDT: 24h volume $3,291,507 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CFX/USDT: 24h volume $1,910,998 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CGPT/USDT: 24h volume $297,800 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CHR/USDT: 24h volume $724,212 < $5,000,000
21:00:17 __main__ INFO: Skipping binance:CHZ/USDT: 24h volume $1,759,327 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:CITY/USDT: 24h volume $451,685 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:CKB/USDT: 24h volume $351,094 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:COMP/USDT: 24h volume $302,835 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:COOKIE/USDT: 24h volume $409,568 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:COS/USDT: 24h volume $1,414,048 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:COTI/USDT: 24h volume $351,447 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:COW/USDT: 24h volume $421,426 < $5,000,000
21:00:18 __main__ INFO: Skipping binance:CRV/USDT: 24h volume $4,627,632 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:CTK/USDT: 24h volume $344,741 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:CTSI/USDT: 24h volume $210,254 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:CVC/USDT: 24h volume $169,390 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:CVX/USDT: 24h volume $306,136 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:CYBER/USDT: 24h volume $500,843 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:D/USDT: 24h volume $310,314 < $5,000,000
21:00:19 __main__ INFO: Skipping binance:DASH/USDT: 24h volume $4,846,748 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DCR/USDT: 24h volume $487,236 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DEGO/USDT: 24h volume $4,205,882 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DENT/USDT: 24h volume $798,816 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DGB/USDT: 24h volume $133,963 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DIA/USDT: 24h volume $186,462 < $5,000,000
21:00:20 __main__ INFO: Skipping binance:DODO/USDT: 24h volume $252,395 < $5,000,000
21:00:21 __main__ INFO: Skipping binance:DOGS/USDT: 24h volume $474,235 < $5,000,000
21:00:21 __main__ INFO: Skipping binance:DOLO/USDT: 24h volume $149,557 < $5,000,000
21:00:21 __main__ INFO: Skipping binance:DYDX/USDT: 24h volume $1,512,257 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:DYM/USDT: 24h volume $604,957 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:EDEN/USDT: 24h volume $774,640 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:EDU/USDT: 24h volume $418,632 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:EGLD/USDT: 24h volume $445,549 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:EIGEN/USDT: 24h volume $2,510,258 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:ENJ/USDT: 24h volume $1,165,224 < $5,000,000
21:00:22 __main__ INFO: Skipping binance:ENS/USDT: 24h volume $683,359 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:ENSO/USDT: 24h volume $1,772,611 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:EPIC/USDT: 24h volume $548,176 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:ERA/USDT: 24h volume $270,662 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:ESP/USDT: 24h volume $2,833,480 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:ETC/USDT: 24h volume $1,823,480 < $5,000,000
21:00:23 __main__ INFO: Skipping binance:EUL/USDT: 24h volume $508,182 < $5,000,000
21:00:24 __main__ INFO: Skipping binance:EURI/USDT: 24h volume $575,069 < $5,000,000
21:00:24 __main__ INFO: Skipping binance:F/USDT: 24h volume $364,651 < $5,000,000
21:00:24 __main__ INFO: Skipping binance:FARM/USDT: 24h volume $208,817 < $5,000,000
21:00:24 __main__ INFO: Skipping binance:FF/USDT: 24h volume $1,495,634 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FIDA/USDT: 24h volume $775,308 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FIO/USDT: 24h volume $391,054 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FLOKI/USDT: 24h volume $2,310,346 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FLOW/USDT: 24h volume $2,480,031 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FLUX/USDT: 24h volume $338,783 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FOGO/USDT: 24h volume $683,009 < $5,000,000
21:00:25 __main__ INFO: Skipping binance:FORM/USDT: 24h volume $765,883 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:FORTH/USDT: 24h volume $649,661 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:FRAX/USDT: 24h volume $474,162 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:FTT/USDT: 24h volume $703,267 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:FUN/USDT: 24h volume $347,312 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:G/USDT: 24h volume $686,432 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:GALA/USDT: 24h volume $3,211,183 < $5,000,000
21:00:26 __main__ INFO: Skipping binance:GAS/USDT: 24h volume $235,161 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GLM/USDT: 24h volume $328,156 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GLMR/USDT: 24h volume $325,635 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GMT/USDT: 24h volume $457,256 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GMX/USDT: 24h volume $282,103 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GNO/USDT: 24h volume $183,495 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GNS/USDT: 24h volume $81,982 < $5,000,000
21:00:27 __main__ INFO: Skipping binance:GPS/USDT: 24h volume $1,942,721 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:GRT/USDT: 24h volume $1,221,963 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:GTC/USDT: 24h volume $332,591 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:GUN/USDT: 24h volume $4,179,419 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:HAEDAL/USDT: 24h volume $392,701 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:HEI/USDT: 24h volume $142,293 < $5,000,000
21:00:28 __main__ INFO: Skipping binance:HEMI/USDT: 24h volume $702,487 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HFT/USDT: 24h volume $440,672 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HIGH/USDT: 24h volume $262,728 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HIVE/USDT: 24h volume $193,074 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HMSTR/USDT: 24h volume $201,544 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HOLO/USDT: 24h volume $756,920 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HOME/USDT: 24h volume $440,808 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HOOK/USDT: 24h volume $741,542 < $5,000,000
21:00:29 __main__ INFO: Skipping binance:HOT/USDT: 24h volume $450,428 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:HUMA/USDT: 24h volume $2,696,790 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:HYPER/USDT: 24h volume $661,746 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:ICP/USDT: 24h volume $4,902,806 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:ICX/USDT: 24h volume $85,696 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:ID/USDT: 24h volume $226,208 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:IDEX/USDT: 24h volume $425,086 < $5,000,000
21:00:30 __main__ INFO: Skipping binance:ILV/USDT: 24h volume $210,690 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:IMX/USDT: 24h volume $4,253,387 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:INIT/USDT: 24h volume $947,664 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:INJ/USDT: 24h volume $2,033,608 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:IO/USDT: 24h volume $825,776 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:IOST/USDT: 24h volume $97,451 < $5,000,000
21:00:31 __main__ INFO: Skipping binance:IOTA/USDT: 24h volume $2,379,185 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:IOTX/USDT: 24h volume $923,802 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:IQ/USDT: 24h volume $111,179 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:JASMY/USDT: 24h volume $963,216 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:JOE/USDT: 24h volume $163,589 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:JST/USDT: 24h volume $2,904,547 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:JTO/USDT: 24h volume $638,320 < $5,000,000
21:00:32 __main__ INFO: Skipping binance:JUP/USDT: 24h volume $1,119,742 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:JUV/USDT: 24h volume $609,900 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:KAIA/USDT: 24h volume $809,642 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:KAITO/USDT: 24h volume $633,569 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:KAVA/USDT: 24h volume $945,485 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:KERNEL/USDT: 24h volume $463,285 < $5,000,000
21:00:33 __main__ INFO: Skipping binance:KGST/USDT: 24h volume $36,337 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:KMNO/USDT: 24h volume $339,395 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:KNC/USDT: 24h volume $282,075 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:KSM/USDT: 24h volume $521,851 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:LA/USDT: 24h volume $1,534,880 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:LAYER/USDT: 24h volume $474,288 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:LAZIO/USDT: 24h volume $266,372 < $5,000,000
21:00:34 __main__ INFO: Skipping binance:LDO/USDT: 24h volume $1,259,882 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LINEA/USDT: 24h volume $3,193,632 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LISTA/USDT: 24h volume $201,745 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LPT/USDT: 24h volume $573,371 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LQTY/USDT: 24h volume $229,863 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LRC/USDT: 24h volume $2,425,288 < $5,000,000
21:00:35 __main__ INFO: Skipping binance:LSK/USDT: 24h volume $94,365 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:LUMIA/USDT: 24h volume $630,918 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:LUNA/USDT: 24h volume $557,954 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:LUNC/USDT: 24h volume $1,390,499 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:MAGIC/USDT: 24h volume $1,391,271 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:MANA/USDT: 24h volume $746,045 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:MANTA/USDT: 24h volume $330,297 < $5,000,000
21:00:36 __main__ INFO: Skipping binance:MANTRA/USDT: 24h volume $2,932,649 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MASK/USDT: 24h volume $441,209 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MAV/USDT: 24h volume $270,947 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MBL/USDT: 24h volume $641,358 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MBOX/USDT: 24h volume $1,032,302 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MDT/USDT: 24h volume $180,652 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:ME/USDT: 24h volume $317,490 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MEME/USDT: 24h volume $1,318,974 < $5,000,000
21:00:37 __main__ INFO: Skipping binance:MET/USDT: 24h volume $363,181 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:METIS/USDT: 24h volume $394,005 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MINA/USDT: 24h volume $554,068 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MIRA/USDT: 24h volume $240,131 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MITO/USDT: 24h volume $176,359 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MLN/USDT: 24h volume $286,511 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MMT/USDT: 24h volume $509,399 < $5,000,000
21:00:38 __main__ INFO: Skipping binance:MORPHO/USDT: 24h volume $1,270,037 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:MOVE/USDT: 24h volume $534,917 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:MOVR/USDT: 24h volume $678,051 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:MTL/USDT: 24h volume $59,730 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:MUBARAK/USDT: 24h volume $3,031,709 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:NEIRO/USDT: 24h volume $1,938,353 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:NEO/USDT: 24h volume $503,163 < $5,000,000
21:00:39 __main__ INFO: Skipping binance:NEWT/USDT: 24h volume $493,206 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NEXO/USDT: 24h volume $420,867 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NFP/USDT: 24h volume $215,353 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NIL/USDT: 24h volume $258,789 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NMR/USDT: 24h volume $303,003 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NOM/USDT: 24h volume $359,158 < $5,000,000
21:00:40 __main__ INFO: Skipping binance:NOT/USDT: 24h volume $398,732 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:NTRN/USDT: 24h volume $2,029,781 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:NXPC/USDT: 24h volume $1,900,465 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:OG/USDT: 24h volume $1,656,909 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:OGN/USDT: 24h volume $267,785 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:ONDO/USDT: 24h volume $3,099,601 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:ONE/USDT: 24h volume $432,921 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:ONG/USDT: 24h volume $114,439 < $5,000,000
21:00:41 __main__ INFO: Skipping binance:ONT/USDT: 24h volume $254,756 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:OP/USDT: 24h volume $2,535,577 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:OPEN/USDT: 24h volume $2,005,691 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:ORCA/USDT: 24h volume $346,542 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:ORDI/USDT: 24h volume $1,402,336 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:OSMO/USDT: 24h volume $110,697 < $5,000,000
21:00:42 __main__ INFO: Skipping binance:OXT/USDT: 24h volume $133,445 < $5,000,000
21:00:43 __main__ INFO: Skipping binance:PARTI/USDT: 24h volume $1,064,269 < $5,000,000
21:00:43 __main__ INFO: Skipping binance:PENDLE/USDT: 24h volume $1,643,662 < $5,000,000
21:00:43 __main__ INFO: Skipping binance:PEOPLE/USDT: 24h volume $696,176 < $5,000,000
21:00:43 __main__ INFO: Skipping binance:PHA/USDT: 24h volume $1,924,372 < $5,000,000
21:00:43 __main__ INFO: Skipping binance:PHB/USDT: 24h volume $869,750 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:PIVX/USDT: 24h volume $300,736 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:PIXEL/USDT: 24h volume $2,371,600 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:PLUME/USDT: 24h volume $968,317 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:PNUT/USDT: 24h volume $1,135,857 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:POL/USDT: 24h volume $3,199,512 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:POLYX/USDT: 24h volume $563,477 < $5,000,000
21:00:44 __main__ INFO: Skipping binance:POND/USDT: 24h volume $137,608 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PORTAL/USDT: 24h volume $240,376 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PORTO/USDT: 24h volume $299,212 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:POWR/USDT: 24h volume $96,353 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PROM/USDT: 24h volume $1,626,226 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PROVE/USDT: 24h volume $667,917 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PSG/USDT: 24h volume $313,141 < $5,000,000
21:00:45 __main__ INFO: Skipping binance:PUNDIX/USDT: 24h volume $138,994 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:PYR/USDT: 24h volume $689,486 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:PYTH/USDT: 24h volume $4,450,924 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:QI/USDT: 24h volume $140,315 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:QKC/USDT: 24h volume $34,131 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:QNT/USDT: 24h volume $2,211,291 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:QTUM/USDT: 24h volume $187,385 < $5,000,000
21:00:46 __main__ INFO: Skipping binance:QUICK/USDT: 24h volume $150,902 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:RAD/USDT: 24h volume $331,408 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:RARE/USDT: 24h volume $326,893 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:RAY/USDT: 24h volume $722,384 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:RED/USDT: 24h volume $544,106 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:RENDER/USDT: 24h volume $3,910,493 < $5,000,000
21:00:47 __main__ INFO: Skipping binance:REQ/USDT: 24h volume $113,442 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:REZ/USDT: 24h volume $1,003,271 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:RIF/USDT: 24h volume $1,215,804 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:RLC/USDT: 24h volume $273,841 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:RLUSD/USDT: 24h volume $2,384,948 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:RONIN/USDT: 24h volume $258,808 < $5,000,000
21:00:48 __main__ INFO: Skipping binance:ROSE/USDT: 24h volume $1,189,650 < $5,000,000
21:00:49 __main__ INFO: Skipping binance:RPL/USDT: 24h volume $133,168 < $5,000,000
21:00:49 __main__ INFO: Skipping binance:RSR/USDT: 24h volume $475,403 < $5,000,000
